openwebbeans,jena,etch,wave,shindig,droids,sanselan,rya,skywalking,stdcxx,usergrid,samza,tajo,ratis,reef,mrunit,ofbiz,nmaven,hama,zipkin,xap,datasketches,awf,tamaya,wookie,devicemap,horn,jspwiki,s4,freemarker,ambari,samoa,singa,openoffice,guacamole,sis,photark,tika,unomi,tashi,shardingsphere,pinot,odf,allura,imperius,myriad,wink,juddi,gora,airflow,daffodil,cordova,madlib,trafficserver,tez,iota,iotdb,yoko,gobblin,asterixdb,edgent,amaterasu,griffin,helix,mrql,giraph,commonsrdf,omid,river,pivot,batchee,deltacloud,gearpump,weex,slider,tephra,clerezza,bluesky,twill,kato,tuscany,druid,systemml,npanday,graffito,juneau,tvm,openwhisk,gossip,manifoldcf,mesos,quickstep,bval,flink,curator,streams,blur,vxquery,sirona,subversion,pulsar,apisix,lucy,nifi,predictionio,knox,trafodion,s2graph,buildr,datafu,any23,taverna,joshua,ranger,hudi,ariatosca,superset,solr,kalumet,ibatis,hawq,aries,jackrabbit,thrift,syncope,juice,climate,sentry,echarts,zeta,shiro,vcl,opennlp,cotton,lens,uima,drill,jclouds,falcon,trafficcontrol,celix,htrace,sling,kafka,hise,bookkeeper,storm,cloudstack,metron,brooklyn,servicecomb,adffaces,ignite,libcloud,wicket,hcatalog,click,stratos,cassandra,tinkerpop,johnzon,carbondata,fluo,xmlbeans,calcite,atlas,zeppelin,warble,directory,kitty,aurora,synapse,openmeetings,bloodhound,harmony,bigtop,nuvem,agila,empire,oltu,oodt,jdo,sqoop,roller,olio,flex,esme,qpid,isis,mod_ftp,abdera,felix,openaz,hdt,chemistry,lokahi,marmotta,geode,pubscribe,cmda,deltaspike,servicemix,pig,mnemonic,heraldry,derby,chukwa,dolphinscheduler,fineract,beam,ace,iceberg,pdfbox,plc4x,lucenenet,kylin,phoenix,ant,triplesoup,flume,crunch,depot,myfaces,accumulo,airavata,mynewt,ripple,olingo,directmemory,stanbol,eagle,spark,groovy,rocketmq,lenya,geronimo,stonehenge,rcf,impala,netbeans,dubbo,ftpserver,oozie,apex,couchdb,whirr,provisionr,parquet,cxf,activemq,concerted,alois,ode,rave,commons,openjpa,pirk,metamodel,ivy,beehive,cayenne,struts,spamassassin,kudu,socialsite,corinthia,tapestry,ctakes,muse,avalon,onami,nutch,kabuki
-1,-1,16,32,224,94,-1,6,-1,38,-1,-1,-1,6,-1,-1,-1,-1,20,-1,0,-1,-1,16,18,8,-1,30,4,42,102,16,0,-1,-1,48,16,-1,0,4,-1,0,18,-1,0,16,22,-1,-1,352,24,-1,-1,-1,-1,-1,-1,-1,18,-1,4,-1,-1,-1,8,-1,-1,6,10,-1,26,-1,4,30,4,4,24,0,4,0,200,-1,-1,6,10,-1,-1,82,22,28,54,8,-1,-1,-1,8,20,2,2,-1,-1,-1,-1,-1,-1,-1,74,0,-1,0,-1,40,2,44,-1,-1,48,-1,0,-1,24,-1,-1,144,-1,-1,-1,12,58,-1,20,56,-1,-1,-1,92,444,-1,-1,-1,8,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,32,-1,-1,-1,-1,8,-1,-1,174,28,-1,30,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,644,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,12,18,-1,6,-1,20,-1,38,-1,-1,-1,62,-1,-1,-1,-1,8,-1,-1,-1,-1,20,20,14,-1,64,18,38,-1,0,0,-1,-1,20,12,-1,0,20,-1,0,28,-1,0,34,28,-1,-1,130,52,-1,-1,-1,-1,-1,-1,-1,6,-1,12,-1,-1,-1,2,-1,-1,2,54,-1,2,-1,4,16,12,6,32,22,22,0,288,-1,-1,4,6,-1,-1,72,12,32,72,4,-1,-1,-1,28,18,0,10,-1,-1,-1,-1,-1,-1,-1,86,6,-1,4,-1,2,18,24,-1,-1,42,-1,6,-1,140,-1,-1,82,-1,-1,-1,94,24,-1,114,32,-1,-1,-1,52,382,-1,-1,-1,32,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,16,38,-1,-1,-1,-1,2,-1,-1,250,-1,-1,26,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,106,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,548,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,16,78,-1,20,-1,14,-1,44,-1,-1,-1,6,-1,-1,-1,-1,4,-1,-1,-1,-1,18,36,24,-1,32,8,38,-1,0,0,-1,-1,0,6,-1,14,2,-1,0,6,-1,10,58,8,-1,-1,322,32,-1,-1,-1,-1,-1,-1,-1,16,-1,2,-1,-1,-1,0,-1,-1,0,206,-1,2,-1,8,16,44,6,30,0,18,0,374,-1,-1,2,42,-1,-1,108,-1,42,88,0,-1,-1,-1,34,22,20,0,-1,-1,-1,-1,-1,-1,-1,112,0,-1,2,-1,20,0,50,-1,-1,140,-1,0,-1,50,-1,-1,358,-1,-1,-1,92,22,-1,76,108,-1,-1,-1,84,-1,-1,-1,-1,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,6,12,-1,-1,-1,-1,0,-1,-1,242,-1,-1,10,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,462,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,8,42,-1,54,-1,12,-1,42,-1,-1,-1,2,-1,-1,-1,-1,6,-1,-1,-1,-1,16,46,18,-1,44,4,48,-1,6,0,-1,-1,18,8,-1,0,0,-1,58,0,-1,26,6,16,-1,-1,374,30,-1,-1,-1,-1,-1,-1,-1,8,-1,0,-1,-1,-1,4,-1,-1,4,72,-1,12,-1,0,16,2,0,10,0,0,0,490,-1,-1,0,8,-1,-1,160,-1,52,72,0,-1,-1,-1,12,22,2,0,-1,-1,-1,-1,-1,-1,-1,78,0,-1,2,-1,22,0,76,-1,-1,44,-1,2,-1,24,-1,-1,366,-1,-1,-1,88,30,-1,-1,58,-1,-1,-1,50,-1,-1,-1,-1,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,18,6,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0,4,-1,22,-1,72,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,4,-1,-1,-1,-1,14,6,26,-1,30,18,36,-1,2,0,-1,-1,30,32,-1,2,2,-1,34,24,-1,0,0,4,-1,-1,630,18,-1,-1,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,0,-1,-1,0,18,-1,0,-1,0,30,4,12,12,0,4,0,450,-1,-1,4,12,-1,-1,80,-1,-1,160,4,-1,-1,-1,20,14,0,0,-1,-1,-1,-1,-1,-1,-1,56,2,-1,0,-1,12,2,244,-1,-1,28,-1,0,-1,44,-1,-1,206,-1,-1,-1,34,46,-1,-1,48,-1,-1,-1,64,-1,-1,-1,-1,16,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,8,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,6,266,-1,8,-1,18,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,10,-1,-1,-1,-1,18,10,38,-1,22,4,32,-1,4,0,-1,-1,20,6,-1,6,0,-1,36,30,-1,2,2,18,-1,-1,414,16,-1,-1,-1,-1,-1,-1,-1,4,-1,4,-1,-1,-1,12,-1,-1,6,108,-1,2,-1,8,14,2,8,6,2,40,0,-1,-1,-1,8,2,-1,-1,136,-1,-1,-1,2,-1,-1,-1,2,8,0,6,-1,-1,-1,-1,-1,-1,-1,190,0,-1,2,-1,6,2,126,-1,-1,52,-1,0,-1,112,-1,-1,-1,-1,-1,-1,150,36,-1,-1,100,-1,-1,-1,108,-1,-1,-1,-1,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,10,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,572,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,10,390,-1,36,-1,56,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,20,-1,-1,-1,-1,20,14,40,-1,38,4,-1,-1,2,2,-1,-1,62,2,-1,6,8,-1,22,22,-1,2,12,2,-1,-1,136,10,-1,-1,-1,-1,-1,-1,-1,0,-1,8,-1,-1,-1,0,-1,-1,4,156,-1,2,-1,-1,28,18,0,54,0,6,2,-1,-1,-1,0,-1,-1,-1,180,-1,-1,-1,6,-1,-1,-1,4,12,0,0,-1,-1,-1,-1,-1,-1,-1,116,16,-1,20,-1,0,8,-1,-1,-1,16,-1,0,-1,78,-1,-1,-1,-1,-1,-1,62,72,-1,-1,54,-1,-1,-1,134,-1,-1,-1,-1,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,48,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,696,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,108,-1,12,-1,22,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,28,-1,-1,-1,-1,12,30,34,-1,48,0,-1,-1,0,0,-1,-1,-1,12,-1,10,12,-1,56,6,-1,2,38,10,-1,-1,362,28,-1,-1,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,6,-1,-1,12,24,-1,0,-1,-1,14,12,2,0,4,-1,2,-1,-1,-1,2,-1,-1,-1,162,-1,-1,-1,-1,-1,-1,-1,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,18,-1,10,12,-1,-1,-1,24,-1,0,-1,64,-1,-1,-1,-1,-1,-1,-1,140,-1,-1,28,-1,-1,-1,126,-1,-1,-1,-1,20,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,24,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,46,-1,0,-1,0,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,22,-1,-1,-1,-1,18,16,30,-1,16,24,-1,-1,2,0,-1,-1,-1,12,-1,16,4,-1,140,26,-1,2,12,8,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,0,-1,20,-1,-1,-1,2,-1,-1,2,8,-1,0,-1,-1,2,14,6,38,4,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,6,-1,-1,-1,-1,76,-1,6,-1,362,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,18,-1,-1,-1,102,-1,-1,-1,-1,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,56,-1,18,-1,8,-1,-1,-1,-1,-1,82,-1,-1,-1,-1,14,-1,-1,-1,-1,14,38,20,-1,18,-1,-1,-1,0,0,-1,-1,-1,8,-1,18,0,-1,-1,16,-1,0,2,2,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,0,-1,20,-1,-1,-1,0,-1,-1,4,140,-1,6,-1,-1,16,14,2,14,0,-1,6,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,0,6,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,4,-1,24,-1,-1,-1,-1,118,-1,0,-1,104,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,38,-1,-1,-1,160,-1,-1,-1,-1,44,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,8,28,-1,2,-1,0,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,42,-1,-1,-1,-1,22,20,28,-1,18,-1,-1,-1,4,0,-1,-1,-1,28,-1,4,6,-1,-1,6,-1,2,0,16,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,16,-1,8,-1,-1,-1,0,-1,-1,0,62,-1,12,-1,-1,28,26,2,0,0,-1,0,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,20,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,2,-1,2,-1,-1,-1,-1,68,-1,0,-1,128,-1,-1,-1,-1,-1,-1,-1,110,-1,-1,54,-1,-1,-1,78,-1,-1,-1,-1,20,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,8,24,-1,2,-1,2,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,42,-1,-1,-1,-1,22,26,-1,-1,26,-1,-1,-1,6,0,-1,-1,-1,10,-1,32,4,-1,-1,16,-1,4,34,12,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,0,-1,6,-1,-1,-1,0,-1,-1,0,78,-1,4,-1,-1,4,14,0,50,6,-1,6,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,16,10,6,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,0,-1,2,-1,-1,-1,-1,28,-1,2,-1,18,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,44,-1,-1,-1,48,-1,-1,-1,-1,24,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,6,340,-1,12,-1,78,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,42,-1,-1,-1,-1,20,24,-1,-1,14,-1,-1,-1,2,0,-1,-1,-1,4,-1,38,0,-1,-1,2,-1,2,18,14,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,8,-1,-1,0,12,-1,10,-1,-1,0,18,14,54,40,-1,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,20,14,2,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,2,-1,4,-1,-1,-1,-1,8,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,94,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0,208,-1,4,-1,22,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,30,-1,-1,-1,-1,12,24,-1,-1,10,-1,-1,-1,0,2,-1,-1,-1,8,-1,14,2,-1,-1,2,-1,0,12,2,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,0,-1,26,-1,-1,-1,0,-1,-1,0,78,-1,0,-1,-1,0,4,0,24,0,-1,6,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,16,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,4,-1,16,-1,-1,-1,-1,26,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,58,-1,-1,-1,-1,18,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0,74,-1,0,-1,8,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,62,-1,-1,-1,-1,6,28,-1,-1,10,-1,-1,-1,0,16,-1,-1,-1,0,-1,16,12,-1,-1,4,-1,0,18,2,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,0,-1,-1,12,84,-1,0,-1,-1,0,2,0,64,12,-1,8,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,2,8,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,44,-1,16,-1,-1,-1,-1,34,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,-1,-1,-1,104,-1,-1,-1,-1,20,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,14,34,-1,0,-1,22,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,26,-1,-1,-1,-1,16,4,-1,-1,6,-1,-1,-1,2,20,-1,-1,-1,0,-1,26,0,-1,-1,20,-1,2,14,46,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,2,-1,-1,0,92,-1,0,-1,-1,0,2,6,60,0,-1,20,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,12,8,0,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,12,-1,8,-1,-1,-1,-1,102,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,72,-1,-1,-1,-1,28,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
