openwebbeans,jena,shindig,sanselan,skywalking,stdcxx,wave,tajo,ratis,mrunit,hama,xap,datasketches,awf,tamaya,devicemap,horn,s4,freemarker,ambari,samoa,singa,guacamole,sis,wookie,tashi,shardingsphere,allura,imperius,myriad,wink,airflow,daffodil,cordova,madlib,photark,trafficserver,asterixdb,amaterasu,helix,mrql,river,pivot,batchee,deltacloud,gearpump,pinot,weex,droids,jspwiki,twill,kato,tephra,tuscany,systemml,clerezza,graffito,juneau,openwhisk,gossip,odf,mesos,quickstep,curator,blur,vxquery,bluesky,apisix,bval,lucy,nifi,predictionio,knox,trafodion,buildr,usergrid,taverna,joshua,ariatosca,superset,kalumet,ibatis,hawq,jackrabbit,thrift,juice,climate,sentry,echarts,zeta,shiro,vcl,opennlp,cotton,tvm,pulsar,lens,uima,drill,jclouds,trafficcontrol,htrace,sling,s2graph,kafka,yoko,hise,solr,bookkeeper,npanday,metron,cloudstack,brooklyn,servicecomb,adffaces,libcloud,wicket,hcatalog,stratos,tinkerpop,johnzon,falcon,slider,carbondata,fluo,iotdb,atlas,rya,directory,kitty,edgent,aurora,warble,openmeetings,bloodhound,unomi,harmony,gobblin,bigtop,nuvem,syncope,empire,ranger,xmlbeans,oodt,jdo,tika,roller,olio,esme,qpid,click,isis,mod_ftp,abdera,felix,datafu,gora,openaz,oltu,marmotta,lokahi,synapse,deltaspike,etch,pig,mnemonic,heraldry,derby,chukwa,dolphinscheduler,cassandra,omid,agila,sirona,ignite,zeppelin,streams,pdfbox,plc4x,phoenix,ant,lucenenet,triplesoup,iceberg,flume,manifoldcf,griffin,crunch,depot,beam,celix,iota,geode,airavata,ace,any23,mynewt,ripple,druid,kylin,directmemory,stanbol,tez,spark,groovy,rocketmq,lenya,geronimo,commonsrdf,stonehenge,rcf,impala,netbeans,dubbo,giraph,ftpserver,cmda,oozie,apex,couchdb,servicemix,provisionr,parquet,hdt,samza,pubscribe,whirr,cxf,activemq,hudi,openoffice,juddi,nmaven,fineract,alois,rave,commons,openjpa,pirk,olingo,aries,ivy,metamodel,flink,ode,flex,eagle,beehive,cayenne,struts,concerted,spamassassin,kudu,accumulo,storm,calcite,socialsite,corinthia,ctakes,onami,sqoop,myfaces,nutch,muse,chemistry,reef,ofbiz,zipkin,tapestry,subversion,kabuki
-1,-1,-1,-1,-1,-1,34,-1,10,-1,52,-1,-1,-1,22,-1,-1,-1,-1,-1,6,0,-1,-1,26,8,-1,-1,4,34,16,-1,14,-1,-1,14,-1,-1,-1,-1,4,86,-1,14,-1,-1,-1,16,4,28,-1,6,0,-1,-1,76,-1,-1,-1,-1,16,-1,-1,-1,18,10,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,42,2,-1,40,-1,-1,-1,-1,-1,40,-1,-1,58,-1,-1,-1,-1,-1,108,-1,-1,-1,4,-1,18,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,8,-1,-1,10,-1,-1,-1,-1,40,-1,4,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,16,-1,-1,0,-1,6,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,476,-1,28,-1,44,-1,-1,-1,20,-1,-1,-1,-1,-1,2,2,-1,-1,36,0,-1,-1,2,20,10,-1,14,-1,-1,8,-1,-1,-1,-1,0,74,-1,0,-1,-1,-1,2,2,16,-1,6,14,-1,-1,48,-1,-1,-1,-1,4,-1,-1,-1,26,20,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,20,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,84,-1,-1,-1,0,-1,6,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,86,-1,-1,16,-1,-1,-1,-1,36,-1,0,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,22,-1,-1,0,-1,2,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,94,-1,0,-1,76,-1,-1,-1,6,-1,-1,-1,-1,-1,0,20,-1,-1,28,12,-1,-1,2,22,2,-1,52,-1,-1,0,-1,-1,-1,-1,0,88,-1,0,-1,-1,-1,0,4,18,-1,8,0,-1,-1,64,-1,-1,-1,-1,4,-1,-1,-1,4,18,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,84,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,112,-1,-1,-1,-1,-1,118,-1,-1,-1,8,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,22,-1,-1,14,-1,-1,-1,-1,18,-1,4,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,2,-1,-1,12,-1,0,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,54,-1,62,-1,30,-1,-1,-1,30,-1,-1,-1,-1,-1,10,12,-1,-1,8,2,-1,-1,2,14,72,-1,30,-1,-1,0,-1,-1,-1,-1,2,180,-1,8,-1,-1,-1,0,0,26,-1,20,6,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,14,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,90,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,-1,-1,130,-1,-1,-1,2,-1,16,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,28,-1,-1,2,-1,-1,-1,-1,46,-1,8,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,46,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,22,-1,12,-1,64,-1,-1,-1,20,-1,-1,-1,-1,-1,0,0,-1,-1,26,2,-1,-1,0,0,20,-1,26,-1,-1,0,-1,-1,-1,-1,0,56,-1,0,-1,-1,-1,0,2,22,-1,6,14,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,12,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,302,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,-1,-1,-1,-1,-1,88,-1,-1,-1,82,-1,6,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,4,-1,-1,0,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,-1,6,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,42,-1,40,-1,32,-1,-1,-1,10,-1,-1,-1,-1,-1,12,2,-1,-1,-1,36,-1,-1,-1,0,18,-1,72,-1,-1,24,-1,-1,-1,-1,0,84,-1,8,-1,-1,-1,0,10,42,-1,0,0,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,192,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,12,-1,-1,6,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,2,-1,0,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,20,-1,40,-1,26,-1,-1,-1,16,-1,-1,-1,-1,-1,0,0,-1,-1,-1,18,-1,-1,-1,10,6,-1,-1,-1,-1,20,-1,-1,-1,-1,2,46,-1,8,-1,-1,-1,0,10,80,-1,0,0,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,2,-1,-1,28,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,8,-1,24,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,86,-1,24,-1,12,-1,-1,-1,6,-1,-1,-1,-1,-1,4,6,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,0,164,-1,2,-1,-1,-1,0,14,8,-1,12,34,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,318,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,8,-1,-1,6,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,12,-1,6,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,62,-1,4,-1,34,-1,-1,-1,4,-1,-1,-1,-1,-1,22,4,-1,-1,-1,6,-1,-1,-1,14,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,4,184,-1,8,-1,-1,-1,0,0,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,26,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,8,-1,72,-1,66,-1,-1,-1,28,-1,-1,-1,-1,-1,0,20,-1,-1,-1,6,-1,-1,-1,0,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,2,166,-1,2,-1,-1,-1,8,0,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,6,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,46,-1,42,-1,58,-1,-1,-1,16,-1,-1,-1,-1,-1,4,4,-1,-1,-1,0,-1,-1,-1,16,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,0,416,-1,2,-1,-1,-1,2,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,18,-1,148,-1,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,12,32,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,0,274,-1,6,-1,-1,-1,2,18,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,-1,-1,-1,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,0,20,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,-1,-1,18,-1,-1,-1,2,2,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,4,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,2,6,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,2,-1,-1,6,-1,-1,-1,0,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,4,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,450,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,0,6,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,0,-1,-1,-1,12,4,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,88,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,20,24,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,0,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,24,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
