openwebbeans,drill,jena,etch,wave,shindig,droids,netbeans,sanselan,ivy,zeppelin,rya,skywalking,freemarker,stdcxx,openwhisk,usergrid,samza,tajo,ratis,reef,mrunit,ofbiz,singa,nmaven,hama,zipkin,xap,datasketches,juice,clerezza,atlas,awf,tamaya,wookie,devicemap,horn,jspwiki,s4,ambari,samoa,openoffice,guacamole,sis,photark,tika,gora,unomi,tashi,shardingsphere,pinot,odf,chukwa,allura,imperius,myriad,wink,juddi,airflow,hudi,daffodil,cordova,madlib,fluo,trafficserver,tez,jackrabbit,mrql,qpid,iota,iotdb,yoko,ariatosca,servicemix,gobblin,asterixdb,edgent,amaterasu,griffin,helix,tuscany,graffito,eagle,giraph,commonsrdf,kalumet,omid,river,pivot,batchee,deltacloud,gearpump,weex,falcon,slider,tephra,sling,carbondata,bluesky,twill,kato,druid,systemml,npanday,muse,juneau,tvm,gossip,hawq,manifoldcf,mesos,quickstep,bval,flink,curator,streams,blur,vxquery,sirona,thrift,subversion,bigtop,directory,pulsar,stanbol,predictionio,apisix,s2graph,lucy,nifi,knox,trafodion,buildr,datafu,any23,taverna,provisionr,joshua,ranger,deltaspike,superset,solr,htrace,mynewt,ibatis,aries,syncope,climate,sentry,echarts,zeta,shiro,vcl,felix,opennlp,cotton,cassandra,olio,lens,uima,jclouds,roller,lokahi,trafficcontrol,parquet,celix,kafka,hise,pdfbox,bookkeeper,hdt,mnemonic,storm,cloudstack,metron,adffaces,brooklyn,beam,servicecomb,ignite,libcloud,wicket,hcatalog,oozie,iceberg,click,stratos,tinkerpop,johnzon,xmlbeans,abdera,calcite,warble,kitty,aurora,synapse,openmeetings,kylin,bloodhound,harmony,nuvem,agila,empire,oltu,oodt,jdo,sqoop,flex,esme,isis,mod_ftp,openaz,chemistry,lucenenet,tapestry,marmotta,cmda,geode,pubscribe,pig,heraldry,derby,dolphinscheduler,myfaces,fineract,openjpa,flume,ace,ftpserver,plc4x,phoenix,ant,lenya,triplesoup,crunch,airavata,depot,accumulo,ripple,whirr,olingo,directmemory,spark,groovy,rocketmq,beehive,geronimo,stonehenge,rcf,impala,dubbo,apex,activemq,couchdb,cxf,commons,concerted,alois,ode,rave,onami,pirk,struts,metamodel,corinthia,cayenne,spamassassin,kudu,socialsite,ctakes,avalon,nutch,kabuki
-1,38,-1,18,44,46,6,356,-1,-1,-1,56,-1,2,16,96,-1,-1,-1,22,-1,-1,-1,0,-1,4,-1,0,-1,-1,0,112,-1,22,12,6,-1,52,0,20,0,-1,-1,20,0,-1,-1,16,6,-1,0,12,32,-1,24,8,4,-1,250,-1,16,-1,-1,-1,-1,-1,-1,4,148,0,-1,-1,-1,-1,0,-1,6,-1,-1,-1,190,32,-1,-1,-1,2,10,4,-1,0,-1,6,16,-1,4,2,-1,-1,8,0,0,-1,-1,0,-1,-1,-1,0,34,12,34,12,-1,-1,-1,16,26,0,2,150,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,70,-1,2,-1,30,-1,8,50,-1,22,-1,0,-1,-1,-1,-1,-1,56,14,-1,98,18,-1,-1,-1,-1,2,-1,38,-1,-1,2,-1,-1,20,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,0,-1,-1,-1,-1,-1,-1,-1,4,-1,8,6,-1,-1,-1,-1,58,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,4,-1,-1,18,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,182,-1,6,20,18,86,550,-1,-1,-1,24,-1,12,24,4,-1,-1,-1,4,-1,-1,-1,0,-1,22,-1,0,-1,-1,18,46,-1,12,28,2,-1,48,8,50,0,-1,-1,14,10,-1,-1,2,4,-1,10,10,4,-1,0,0,18,-1,220,-1,20,-1,-1,-1,-1,-1,-1,8,106,-1,-1,-1,-1,-1,24,-1,8,-1,-1,-1,148,8,-1,-1,-1,0,0,28,-1,16,-1,8,0,-1,10,2,-1,-1,0,2,0,-1,-1,2,-1,-1,-1,6,28,24,40,6,-1,-1,-1,22,4,0,16,62,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,98,-1,0,-1,64,-1,12,80,-1,56,-1,14,-1,-1,-1,-1,-1,26,8,-1,24,14,-1,-1,-1,-1,6,-1,48,-1,-1,0,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,56,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,22,6,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,6,-1,-1,54,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,426,-1,12,30,220,14,426,-1,-1,-1,6,-1,40,30,82,-1,-1,-1,6,-1,-1,-1,0,-1,18,-1,-1,-1,-1,20,-1,-1,16,18,8,-1,30,2,78,14,-1,-1,44,14,-1,-1,0,0,-1,0,12,4,-1,0,16,6,-1,312,-1,24,-1,-1,-1,-1,-1,-1,0,156,-1,-1,-1,-1,-1,4,-1,2,-1,-1,-1,144,6,-1,-1,-1,2,6,2,-1,26,-1,4,10,-1,2,4,-1,-1,0,4,0,-1,-1,4,-1,-1,-1,6,20,22,40,6,-1,-1,-1,8,20,2,0,128,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,54,-1,0,-1,40,-1,2,34,-1,48,-1,10,-1,-1,-1,-1,-1,12,56,-1,6,40,-1,-1,-1,-1,6,-1,88,-1,-1,0,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,0,-1,-1,-1,-1,-1,-1,-1,2,-1,2,24,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,2,-1,-1,24,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,304,-1,8,4,-1,6,466,-1,-1,-1,20,-1,22,38,32,-1,-1,-1,32,-1,-1,-1,0,-1,10,-1,-1,-1,-1,32,-1,-1,16,10,8,-1,60,16,18,6,-1,-1,20,8,-1,-1,0,18,-1,0,14,12,-1,0,2,26,-1,118,-1,24,-1,-1,-1,-1,-1,-1,2,194,-1,-1,-1,-1,-1,6,-1,12,-1,-1,-1,250,6,-1,-1,-1,0,2,0,-1,0,-1,4,30,-1,12,6,-1,-1,20,16,0,-1,-1,4,-1,-1,-1,16,122,24,66,4,-1,-1,-1,20,10,0,6,34,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,48,-1,4,-1,0,-1,18,10,-1,14,-1,2,-1,-1,-1,-1,-1,58,20,-1,104,40,-1,-1,-1,-1,2,-1,30,-1,-1,8,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,16,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,-1,-1,58,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,264,-1,8,32,-1,20,370,-1,-1,-1,2,-1,38,28,88,-1,-1,-1,36,-1,-1,-1,0,-1,2,-1,-1,-1,-1,2,-1,-1,16,26,30,-1,14,2,-1,0,-1,-1,0,10,-1,-1,4,2,-1,0,14,8,-1,0,32,6,-1,136,-1,26,-1,-1,-1,-1,-1,-1,0,166,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,198,2,-1,-1,-1,4,0,142,-1,2,-1,6,22,-1,50,10,-1,-1,4,12,0,-1,-1,0,-1,-1,-1,30,44,34,58,0,-1,-1,-1,28,18,0,6,96,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,84,-1,2,-1,8,-1,0,28,-1,66,-1,2,-1,-1,-1,-1,-1,88,16,-1,20,34,-1,-1,-1,-1,2,-1,80,-1,-1,10,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,84,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,16,66,-1,22,294,-1,-1,-1,8,-1,18,42,146,-1,-1,-1,4,-1,-1,-1,0,-1,2,-1,-1,-1,-1,30,-1,-1,20,24,4,-1,34,8,-1,0,-1,-1,0,0,-1,-1,12,2,-1,8,0,6,-1,8,78,4,-1,278,-1,28,-1,-1,-1,-1,-1,-1,0,222,-1,-1,-1,-1,-1,14,-1,0,-1,-1,-1,358,42,-1,-1,-1,0,0,98,-1,0,-1,2,12,-1,10,0,-1,-1,0,12,0,-1,-1,2,-1,-1,-1,-1,34,38,80,0,-1,-1,-1,14,18,2,0,344,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,60,-1,0,-1,18,-1,0,46,-1,130,-1,0,-1,-1,-1,-1,-1,56,14,-1,86,84,-1,-1,-1,-1,0,-1,58,-1,-1,16,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,36,-1,20,644,-1,-1,-1,6,-1,42,32,104,-1,-1,-1,2,-1,-1,-1,0,-1,6,-1,-1,-1,-1,10,-1,-1,14,44,16,-1,36,4,-1,6,-1,-1,14,8,-1,-1,0,0,-1,54,0,0,-1,26,0,16,-1,246,-1,20,-1,-1,-1,-1,-1,-1,4,74,-1,-1,-1,-1,-1,6,-1,0,-1,-1,-1,358,6,-1,-1,-1,2,4,56,-1,12,-1,0,8,-1,0,0,-1,-1,0,0,2,-1,-1,0,-1,-1,-1,-1,22,38,56,0,-1,-1,-1,12,20,6,0,346,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,68,-1,0,-1,22,-1,2,64,-1,38,-1,20,-1,-1,-1,-1,-1,84,30,-1,-1,50,-1,-1,-1,-1,4,-1,36,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,18,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,2,-1,24,260,-1,-1,-1,70,-1,30,16,58,-1,-1,-1,6,-1,-1,-1,0,-1,4,-1,-1,-1,-1,8,-1,-1,12,6,26,-1,24,2,-1,0,-1,-1,28,24,-1,-1,2,2,-1,34,20,18,-1,6,0,4,-1,428,-1,22,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,2,-1,0,-1,-1,-1,402,8,-1,-1,-1,0,0,2,-1,0,-1,0,26,-1,0,2,-1,-1,0,0,0,-1,-1,4,-1,-1,-1,-1,18,-1,80,4,-1,-1,-1,12,6,2,0,150,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,26,-1,2,-1,20,-1,0,222,-1,12,-1,6,-1,-1,-1,-1,-1,12,14,-1,-1,46,-1,-1,-1,-1,0,-1,50,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,2,-1,14,538,-1,-1,-1,10,-1,26,-1,66,-1,-1,-1,12,-1,-1,-1,0,-1,10,-1,-1,-1,-1,12,-1,-1,16,0,16,-1,22,18,-1,10,-1,-1,16,22,-1,-1,0,0,-1,2,12,68,-1,0,0,12,-1,420,-1,6,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,4,-1,4,-1,-1,-1,398,4,-1,-1,-1,0,2,34,-1,0,-1,0,14,-1,4,14,-1,-1,2,6,0,-1,-1,2,-1,-1,-1,-1,34,-1,198,0,-1,-1,-1,18,12,0,0,106,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,56,-1,0,-1,2,-1,0,84,-1,20,-1,0,-1,-1,-1,-1,-1,108,36,-1,-1,76,-1,-1,-1,-1,0,-1,54,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,310,-1,12,366,-1,-1,-1,14,-1,26,-1,156,-1,-1,-1,12,-1,-1,-1,0,-1,2,-1,-1,-1,-1,4,-1,-1,18,10,38,-1,4,2,-1,0,-1,-1,12,2,-1,-1,6,0,-1,36,26,22,-1,4,2,6,-1,290,-1,18,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,0,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,0,2,106,-1,2,-1,10,12,-1,2,6,-1,-1,0,40,2,-1,-1,8,-1,-1,-1,-1,118,-1,-1,2,-1,-1,-1,0,10,2,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,168,-1,2,-1,4,-1,2,92,-1,52,-1,8,-1,-1,-1,-1,-1,90,42,-1,-1,50,-1,-1,-1,-1,0,-1,98,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,8,338,-1,24,622,-1,-1,-1,56,-1,66,-1,100,-1,-1,-1,20,-1,-1,-1,2,-1,20,-1,-1,-1,-1,54,-1,-1,20,14,40,-1,28,2,-1,2,-1,-1,58,2,-1,-1,2,6,-1,0,16,28,-1,0,12,2,-1,84,-1,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,4,138,-1,2,-1,-1,16,-1,18,2,-1,-1,0,6,0,-1,-1,0,-1,-1,-1,-1,64,-1,-1,6,-1,-1,-1,2,8,6,0,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,110,-1,20,-1,0,-1,8,-1,-1,8,-1,20,-1,-1,-1,-1,-1,60,50,-1,-1,44,-1,-1,-1,-1,4,-1,108,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,66,-1,24,-1,-1,-1,-1,14,-1,-1,-1,102,-1,-1,-1,26,-1,-1,-1,0,-1,26,-1,-1,-1,-1,0,-1,-1,10,30,12,-1,56,2,-1,0,-1,-1,-1,6,-1,-1,8,8,-1,34,2,6,-1,2,0,0,-1,248,-1,16,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,0,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,18,-1,0,-1,-1,18,-1,12,0,-1,-1,0,14,0,-1,-1,0,-1,-1,-1,-1,46,-1,-1,0,-1,-1,-1,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,18,-1,4,-1,10,-1,-1,8,-1,14,-1,-1,-1,-1,-1,80,122,-1,-1,24,-1,-1,-1,-1,2,-1,42,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,90,-1,4,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,0,-1,16,-1,-1,-1,-1,12,-1,-1,18,6,34,-1,10,0,-1,0,-1,-1,-1,10,-1,-1,16,14,-1,84,4,0,-1,0,44,10,-1,180,-1,18,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,12,10,-1,0,-1,-1,2,-1,0,0,-1,-1,6,-1,0,-1,-1,2,-1,-1,-1,-1,66,-1,-1,-1,-1,-1,-1,0,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,6,-1,2,-1,-1,30,-1,0,-1,-1,-1,-1,-1,-1,62,-1,-1,28,-1,-1,-1,-1,2,-1,148,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,30,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,0,-1,12,-1,-1,-1,-1,32,-1,-1,12,14,20,-1,14,24,-1,2,-1,-1,-1,10,-1,-1,8,0,-1,112,26,0,-1,2,6,8,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,0,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,4,2,8,-1,0,-1,-1,2,-1,12,6,-1,-1,2,-1,0,-1,-1,0,-1,-1,-1,-1,350,-1,-1,-1,-1,-1,-1,0,2,0,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,4,-1,-1,-1,-1,74,-1,0,-1,-1,-1,-1,-1,-1,24,-1,-1,14,-1,-1,-1,-1,0,-1,62,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,18,-1,2,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,0,-1,14,-1,-1,-1,-1,14,-1,-1,14,8,20,-1,6,-1,-1,0,-1,-1,-1,6,-1,-1,12,0,-1,-1,8,14,-1,0,2,0,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,0,4,134,-1,6,-1,-1,4,-1,14,2,-1,-1,0,-1,2,-1,-1,6,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,-1,4,8,0,6,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,-1,22,-1,-1,-1,-1,100,-1,0,-1,-1,-1,-1,-1,-1,4,-1,-1,36,-1,-1,-1,-1,0,-1,104,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,56,-1,22,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,0,-1,22,-1,-1,-1,-1,0,-1,-1,14,36,18,-1,22,-1,-1,4,-1,-1,-1,12,-1,-1,10,6,-1,-1,16,26,-1,0,0,16,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,70,-1,0,-1,-1,26,-1,16,0,-1,-1,0,-1,2,-1,-1,4,-1,-1,-1,-1,108,-1,-1,-1,-1,-1,-1,2,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,6,-1,6,-1,-1,-1,-1,78,-1,42,-1,-1,-1,-1,-1,-1,74,-1,-1,42,-1,-1,-1,-1,0,-1,82,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,18,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,0,-1,34,-1,-1,-1,-1,2,-1,-1,20,18,-1,-1,16,-1,-1,0,-1,-1,-1,20,-1,-1,4,2,-1,-1,2,6,-1,4,12,2,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,16,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,0,0,42,-1,12,-1,-1,12,-1,20,2,-1,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,0,14,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,4,-1,-1,-1,-1,46,-1,26,-1,-1,-1,-1,-1,-1,40,-1,-1,32,-1,-1,-1,-1,0,-1,72,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
