openwebbeans,myriad,drill,jena,etch,wave,shindig,iota,droids,netbeans,sanselan,ivy,zeppelin,rya,skywalking,freemarker,stdcxx,openwhisk,usergrid,samza,tajo,pivot,ratis,reef,mrunit,ofbiz,singa,nmaven,hama,zipkin,xap,datasketches,juice,clerezza,atlas,awf,tamaya,wookie,devicemap,celix,horn,jspwiki,s4,ambari,samoa,openoffice,guacamole,sis,photark,tika,gora,unomi,tashi,shardingsphere,pinot,odf,chukwa,allura,imperius,wink,juddi,airflow,hudi,htrace,daffodil,cordova,madlib,fluo,trafficserver,activemq,tez,jackrabbit,mrql,qpid,iotdb,yoko,ariatosca,blur,batchee,servicemix,gobblin,asterixdb,edgent,subversion,amaterasu,griffin,helix,tuscany,graffito,eagle,giraph,commonsrdf,kalumet,omid,river,deltacloud,beam,gearpump,weex,falcon,slider,hdt,tephra,sling,carbondata,pubscribe,bluesky,twill,kato,druid,systemml,npanday,muse,juneau,tvm,vcl,gossip,hawq,manifoldcf,mesos,quickstep,bval,flink,curator,streams,vxquery,sirona,geode,thrift,bigtop,directory,pulsar,stanbol,predictionio,apisix,isis,s2graph,libcloud,lucy,nifi,knox,trafodion,buildr,datafu,any23,taverna,provisionr,joshua,ranger,openjpa,deltaspike,superset,solr,apex,mynewt,ibatis,aries,syncope,climate,sentry,echarts,zeta,shiro,felix,opennlp,cotton,cassandra,olio,lens,uima,jclouds,roller,lokahi,trafficcontrol,parquet,kafka,hise,pdfbox,bookkeeper,tinkerpop,depot,mnemonic,storm,cloudstack,nuvem,metron,adffaces,brooklyn,servicecomb,ignite,wicket,hcatalog,oozie,iceberg,click,stratos,johnzon,xmlbeans,abdera,calcite,ctakes,warble,kitty,ripple,aurora,synapse,openmeetings,kylin,bloodhound,harmony,agila,empire,oltu,oodt,jdo,sqoop,flex,esme,mod_ftp,plc4x,openaz,chemistry,lucenenet,tapestry,marmotta,cmda,pig,dolphinscheduler,heraldry,derby,myfaces,fineract,flume,ace,ftpserver,phoenix,ant,lenya,triplesoup,crunch,airavata,pirk,accumulo,rave,whirr,olingo,directmemory,socialsite,spark,groovy,rocketmq,beehive,geronimo,stonehenge,rcf,impala,dubbo,couchdb,concerted,cxf,ode,commons,alois,onami,struts,metamodel,corinthia,cayenne,spamassassin,kudu,avalon,nutch,kabuki
-1,0,70,-1,6,28,56,6,2,604,-1,-1,-1,26,-1,4,34,48,-1,-1,-1,-1,20,-1,-1,-1,4,26,24,-1,2,-1,-1,10,80,-1,24,20,6,8,-1,56,6,28,4,-1,-1,0,8,-1,-1,0,0,-1,6,18,0,-1,20,16,-1,108,-1,30,22,-1,-1,-1,-1,-1,-1,-1,2,106,-1,-1,-1,6,8,-1,0,-1,6,-1,0,34,-1,314,2,-1,-1,-1,2,2,112,-1,-1,0,6,-1,22,0,0,-1,-1,-1,4,10,2,-1,-1,0,-1,-1,-1,18,0,170,18,20,6,46,-1,-1,32,0,6,-1,96,-1,-1,-1,-1,-1,-1,10,6,-1,-1,-1,-1,66,-1,20,-1,34,-1,0,62,-1,-1,108,-1,-1,-1,-1,-1,-1,-1,50,22,22,14,-1,-1,-1,-1,2,-1,62,-1,-1,0,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,132,-1,-1,-1,-1,-1,-1,80,-1,-1,0,10,0,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,6,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,38,-1,6,54,86,0,0,446,-1,-1,-1,30,-1,6,24,38,-1,-1,-1,-1,2,-1,-1,-1,0,6,6,-1,2,-1,-1,18,30,-1,20,10,2,2,-1,54,62,30,8,-1,-1,2,0,-1,-1,16,2,-1,8,12,8,-1,14,24,-1,168,-1,10,4,-1,-1,-1,-1,-1,-1,-1,10,82,-1,-1,-1,28,0,-1,14,-1,2,-1,0,-1,-1,238,4,-1,-1,-1,0,0,44,-1,-1,0,22,-1,8,4,0,-1,-1,-1,8,10,0,-1,-1,0,-1,-1,-1,6,36,32,34,24,8,24,-1,-1,12,0,0,-1,24,-1,-1,-1,-1,-1,-1,4,0,-1,-1,-1,-1,60,-1,6,-1,44,-1,2,74,-1,-1,126,-1,-1,-1,-1,-1,-1,-1,12,28,158,60,-1,-1,-1,-1,2,-1,26,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,38,-1,-1,0,-1,4,-1,-1,-1,-1,-1,-1,-1,12,0,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,10,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,334,-1,38,28,96,0,0,296,-1,-1,-1,30,-1,6,18,18,-1,-1,-1,-1,12,-1,-1,-1,2,22,8,-1,0,-1,-1,24,156,-1,20,8,2,8,-1,28,68,58,2,-1,-1,16,14,-1,-1,2,6,-1,0,10,2,-1,10,4,-1,166,-1,2,4,-1,-1,-1,-1,-1,-1,-1,6,116,-1,-1,-1,28,0,-1,2,-1,4,-1,0,-1,-1,148,0,-1,-1,-1,0,10,380,-1,-1,0,32,-1,4,28,12,-1,-1,-1,10,6,0,-1,-1,0,-1,-1,-1,60,0,30,14,20,2,-1,-1,-1,6,0,6,-1,80,-1,-1,-1,-1,-1,-1,14,2,-1,-1,-1,-1,90,-1,2,-1,32,-1,4,64,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,48,28,-1,88,-1,-1,-1,-1,0,-1,28,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,-1,-1,0,-1,44,-1,-1,-1,-1,-1,-1,-1,2,10,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,0,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,6,86,-1,16,56,48,0,6,440,-1,-1,-1,54,-1,2,28,86,-1,-1,-1,-1,0,-1,-1,-1,0,-1,2,-1,0,-1,-1,6,46,-1,20,10,6,4,-1,48,2,50,0,-1,-1,2,12,-1,-1,0,0,-1,0,6,30,-1,10,4,-1,132,-1,0,10,-1,-1,-1,-1,-1,-1,-1,0,176,-1,-1,-1,28,10,-1,2,-1,20,-1,0,-1,-1,162,12,-1,-1,-1,0,4,72,-1,-1,6,16,-1,6,6,2,-1,-1,-1,6,4,0,-1,-1,4,-1,-1,-1,26,6,32,6,18,10,-1,-1,-1,10,2,0,-1,124,-1,-1,-1,-1,-1,-1,32,0,-1,-1,-1,-1,54,-1,6,-1,6,-1,4,64,-1,-1,60,-1,-1,-1,-1,-1,-1,-1,34,2,-1,132,-1,-1,-1,-1,2,-1,42,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,0,-1,42,-1,-1,-1,-1,-1,-1,-1,8,2,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,102,-1,20,32,30,0,6,338,-1,-1,-1,26,-1,10,16,44,-1,-1,-1,-1,24,-1,-1,-1,0,-1,20,-1,0,-1,-1,0,96,-1,16,12,0,24,-1,52,0,28,0,-1,-1,30,2,-1,-1,18,2,-1,10,8,28,-1,18,0,-1,238,-1,2,24,-1,-1,-1,-1,-1,-1,-1,4,116,-1,-1,-1,6,16,-1,6,-1,2,-1,-1,-1,-1,110,20,-1,-1,-1,2,8,8,-1,-1,0,2,-1,10,-1,0,-1,-1,-1,4,2,0,-1,-1,2,-1,-1,-1,18,0,16,12,18,16,-1,-1,-1,16,0,18,-1,90,-1,-1,-1,-1,-1,-1,36,0,-1,-1,-1,-1,76,-1,0,-1,60,-1,18,88,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,48,20,-1,34,-1,-1,-1,-1,2,-1,20,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,0,-1,4,-1,-1,-1,-1,-1,-1,-1,22,6,-1,-1,-1,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,8,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,350,-1,8,18,26,-1,70,510,-1,-1,-1,6,-1,14,20,48,-1,-1,-1,-1,6,-1,-1,-1,0,-1,10,-1,-1,-1,-1,26,36,-1,12,16,2,2,-1,20,8,36,0,-1,-1,36,8,-1,-1,0,0,-1,2,12,2,-1,0,18,-1,216,-1,14,12,-1,-1,-1,-1,-1,-1,-1,8,122,-1,-1,-1,10,4,-1,20,-1,8,-1,-1,-1,-1,146,10,-1,-1,-1,0,0,26,-1,-1,10,0,-1,4,-1,4,-1,-1,-1,0,0,0,-1,-1,2,-1,-1,-1,18,6,22,14,40,4,-1,-1,-1,20,0,2,-1,50,-1,-1,-1,-1,-1,-1,22,0,-1,-1,-1,-1,96,-1,0,-1,18,-1,2,26,-1,-1,68,-1,-1,-1,-1,-1,-1,-1,26,16,-1,12,-1,-1,-1,-1,4,-1,74,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,6,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,16,272,-1,8,24,184,-1,12,516,-1,-1,-1,12,-1,36,38,64,-1,-1,-1,-1,0,-1,-1,-1,0,-1,18,-1,-1,-1,-1,16,-1,-1,20,14,8,8,-1,30,2,80,20,-1,-1,24,14,-1,-1,0,6,-1,0,2,4,-1,0,6,-1,282,-1,8,24,-1,-1,-1,-1,-1,-1,-1,0,130,-1,-1,-1,18,24,-1,2,-1,0,-1,-1,-1,-1,158,6,-1,-1,-1,2,6,2,-1,-1,4,30,-1,4,-1,2,-1,-1,-1,6,4,0,-1,-1,4,-1,-1,-1,48,22,10,18,50,4,-1,-1,-1,8,2,0,-1,130,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,32,-1,0,-1,22,-1,0,32,-1,-1,32,-1,-1,-1,-1,-1,-1,-1,26,36,-1,28,-1,-1,-1,-1,4,-1,46,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,2,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,2,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,304,-1,8,4,-1,-1,6,306,-1,-1,-1,16,-1,26,26,20,-1,-1,-1,-1,46,-1,-1,-1,0,-1,2,-1,-1,-1,-1,28,-1,-1,14,10,8,32,-1,52,16,16,0,-1,-1,18,8,-1,-1,0,14,-1,0,14,12,-1,0,28,-1,76,-1,0,42,-1,-1,-1,-1,-1,-1,-1,2,200,-1,-1,-1,4,0,-1,0,-1,12,-1,-1,-1,-1,190,2,-1,-1,-1,2,2,0,-1,-1,0,14,-1,8,-1,6,-1,-1,-1,16,14,0,-1,-1,4,-1,-1,-1,22,8,128,24,54,4,-1,-1,-1,20,6,6,-1,30,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,54,-1,4,-1,0,-1,18,10,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,52,18,-1,98,-1,-1,-1,-1,2,-1,28,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,16,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,0,-1,64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,32,216,-1,8,32,-1,-1,20,330,-1,-1,-1,2,-1,38,20,76,-1,-1,-1,-1,28,-1,-1,-1,0,-1,2,-1,-1,-1,-1,2,-1,-1,16,26,30,8,-1,10,2,-1,0,-1,-1,0,10,-1,-1,4,2,-1,0,12,8,-1,0,4,-1,126,-1,2,18,-1,-1,-1,-1,-1,-1,-1,0,160,-1,-1,-1,18,2,-1,0,-1,0,-1,-1,-1,-1,196,2,-1,-1,-1,4,0,120,-1,-1,6,22,-1,50,-1,10,-1,-1,-1,4,10,0,-1,-1,0,-1,-1,-1,28,30,22,32,48,0,-1,-1,-1,28,2,6,-1,92,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,68,-1,2,-1,8,-1,0,28,-1,-1,64,-1,-1,-1,-1,-1,-1,-1,78,16,-1,18,-1,-1,-1,-1,0,-1,52,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,58,-1,-1,16,64,-1,-1,18,290,-1,-1,-1,6,-1,24,32,104,-1,-1,-1,-1,4,-1,-1,-1,0,-1,2,-1,-1,-1,-1,30,-1,-1,16,22,2,2,-1,28,8,-1,0,-1,-1,0,0,-1,-1,12,2,-1,0,0,6,-1,8,4,-1,240,-1,0,26,-1,-1,-1,-1,-1,-1,-1,0,190,-1,-1,-1,18,0,-1,14,-1,2,-1,-1,-1,-1,284,42,-1,-1,-1,0,0,112,-1,-1,2,6,-1,8,-1,0,-1,-1,-1,0,12,2,-1,-1,2,-1,-1,-1,82,-1,36,32,66,0,-1,-1,-1,14,0,0,-1,336,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,74,-1,0,-1,18,-1,0,46,-1,-1,122,-1,-1,-1,-1,-1,-1,-1,52,14,-1,84,-1,-1,-1,-1,0,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,6,-1,-1,6,34,-1,-1,12,624,-1,-1,-1,10,-1,28,40,128,-1,-1,-1,-1,0,-1,-1,-1,0,-1,6,-1,-1,-1,-1,10,-1,-1,12,36,0,0,-1,40,2,-1,2,-1,-1,2,6,-1,-1,0,0,-1,6,0,0,-1,26,16,-1,278,-1,20,22,-1,-1,-1,-1,-1,-1,-1,4,120,-1,-1,-1,18,2,-1,8,-1,0,-1,-1,-1,-1,366,8,-1,-1,-1,2,0,50,-1,-1,0,16,-1,2,-1,0,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,-1,50,-1,20,40,56,0,-1,-1,-1,10,2,0,-1,302,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,66,-1,0,-1,22,-1,2,38,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,78,30,-1,-1,-1,-1,-1,-1,2,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,18,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,2,2,-1,-1,24,194,-1,-1,-1,40,-1,36,10,42,-1,-1,-1,-1,8,-1,-1,-1,0,-1,4,-1,-1,-1,-1,4,-1,-1,16,20,28,2,-1,24,0,-1,8,-1,-1,20,16,-1,-1,2,2,-1,50,16,2,-1,6,6,-1,372,-1,6,18,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,6,12,-1,0,-1,0,-1,-1,-1,-1,348,2,-1,-1,-1,0,0,4,-1,-1,0,6,-1,0,-1,0,-1,-1,-1,0,0,0,-1,-1,2,-1,-1,-1,28,-1,12,-1,28,0,-1,-1,-1,12,6,0,-1,124,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,14,-1,2,-1,16,-1,0,136,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,14,6,-1,-1,-1,-1,-1,-1,2,-1,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,16,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,0,4,-1,-1,18,436,-1,-1,-1,40,-1,32,-1,64,-1,-1,-1,-1,0,-1,-1,-1,0,-1,4,-1,-1,-1,-1,10,-1,-1,14,0,12,16,-1,18,18,-1,2,-1,-1,30,30,-1,-1,0,0,-1,34,10,82,-1,0,2,-1,434,-1,0,6,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,10,0,-1,2,-1,0,-1,-1,-1,-1,340,12,-1,-1,-1,0,0,18,-1,-1,0,24,-1,4,-1,12,-1,-1,-1,0,4,2,-1,-1,4,-1,-1,-1,36,-1,40,-1,148,4,-1,-1,-1,18,2,0,-1,180,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,54,-1,0,-1,2,-1,0,60,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,30,40,-1,-1,-1,-1,-1,-1,0,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,6,40,-1,-1,8,408,-1,-1,-1,12,-1,26,-1,76,-1,-1,-1,-1,12,-1,-1,-1,0,-1,10,-1,-1,-1,-1,6,-1,-1,18,2,26,6,-1,22,2,-1,4,-1,-1,20,6,-1,-1,0,0,-1,26,22,18,-1,0,10,-1,328,-1,2,8,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,6,2,-1,4,-1,4,-1,-1,-1,-1,-1,2,-1,-1,-1,0,6,30,-1,-1,0,6,-1,0,-1,8,-1,-1,-1,0,12,0,-1,-1,0,-1,-1,-1,88,-1,46,-1,-1,0,-1,-1,-1,2,2,6,-1,96,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,68,-1,0,-1,2,-1,0,88,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,114,34,-1,-1,-1,-1,-1,-1,0,-1,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,16,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,-1,-1,0,344,-1,-1,8,412,-1,-1,-1,36,-1,48,-1,134,-1,-1,-1,-1,30,-1,-1,-1,0,-1,10,-1,-1,-1,-1,6,-1,-1,20,12,30,4,-1,0,4,-1,0,-1,-1,16,0,-1,-1,12,0,-1,0,20,12,-1,4,4,-1,160,-1,8,20,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,12,2,-1,0,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,152,-1,-1,24,20,-1,16,-1,0,-1,-1,-1,0,36,0,-1,-1,4,-1,-1,-1,38,-1,88,-1,-1,2,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,180,-1,20,-1,2,-1,2,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,88,20,-1,-1,-1,-1,-1,-1,4,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,14,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,12,-1,-1,8,288,-1,-1,26,478,-1,-1,-1,34,-1,-1,-1,124,-1,-1,-1,-1,8,-1,-1,-1,2,-1,18,-1,-1,-1,-1,50,-1,-1,18,14,30,20,-1,36,0,-1,2,-1,-1,46,2,-1,-1,4,8,-1,20,8,20,-1,0,2,-1,68,-1,20,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,4,0,-1,0,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,4,78,-1,-1,-1,16,-1,6,-1,2,-1,-1,-1,0,6,0,-1,-1,0,-1,-1,-1,14,-1,78,-1,-1,2,-1,-1,-1,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,72,-1,6,-1,0,-1,8,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,50,58,-1,-1,-1,-1,-1,-1,2,-1,122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,6,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,6,36,-1,-1,12,-1,-1,-1,-1,22,-1,-1,-1,88,-1,-1,-1,-1,12,-1,-1,-1,0,-1,26,-1,-1,-1,-1,0,-1,-1,4,30,28,16,-1,44,0,-1,0,-1,-1,-1,6,-1,-1,6,12,-1,10,2,6,-1,2,0,-1,282,-1,8,22,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,2,0,-1,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,14,-1,-1,-1,14,-1,12,-1,0,-1,-1,-1,0,14,0,-1,-1,2,-1,-1,-1,22,-1,36,-1,-1,0,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,18,-1,4,-1,10,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,114,-1,-1,-1,-1,-1,-1,2,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,16,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
